Tag	dynamicColors	mergedColors
NDUFB10	lightsteelblue1	lightsteelblue1
NDUFB11	turquoise	darkgreen
NDUFB2	turquoise	darkgreen
NDUFB3	turquoise	darkgreen
NDUFB4	turquoise	darkgreen
NDUFB5	lightpink4	darkgreen
NDUFB6	darkslateblue	darkslateblue
NDUFB7	thistle2	salmon4
NDUFB8	turquoise	darkgreen
NDUFB9	plum2	plum2
NDUFC1	darkgreen	darkgreen
NDUFC2	grey	grey
NDUFS1	steelblue	darkgreen
NDUFS2	turquoise	darkgreen
NDUFS3	grey	grey
NDUFS4	darkorange	darkorange
NDUFS5	grey	grey
NDUFS6	grey	grey
NDUFS7	orangered4	orangered4
NDUFS8	turquoise	darkgreen
NDUFV1	darkolivegreen	darkgreen
NDUFV2	grey	grey
NDUFV3	grey	grey
NEBL	grey	grey
NECAB1	grey	grey
NECAB3	grey	grey
NECAP1	brown4	brown4
NECAP2	pink	darkgreen
NECTIN1	turquoise	darkgreen
NECTIN2	paleturquoise	paleturquoise
NECTIN3	grey	grey
NECTIN4	grey	grey
NEDD1	black	darkgreen
NEDD4	blue	blue
NEDD4L	honeydew1	darkgreen
NEDD8	grey	grey
NEDD9	turquoise	darkgreen
NEFH	grey	grey
NEIL1	grey	grey
NEIL2	palevioletred3	palevioletred3
NEIL3	yellow	yellow
NEK1	darkgreen	darkgreen
NEK11	green	green
NEK2	yellow	yellow
NEK3	skyblue	darkgreen
NEK4	purple	darkgreen
NEK5	green	green
NEK6	midnightblue	darkgreen
NEK7	lightcyan	darkgreen
NEK8	turquoise	darkgreen
NEK9	greenyellow	darkgreen
NELFA	royalblue	darkgreen
NELFB	lightgreen	darkgreen
NELFCD	orange	darkgreen
NELFE	magenta	darkgreen
NELL2	grey	grey
NEMF	greenyellow	darkgreen
NEMP1	black	darkgreen
NEMP2	steelblue	darkgreen
NENF	grey	grey
NEO1	darkred	darkgreen
NEPRO	sienna3	darkgreen
NES	lightgreen	darkgreen
NET1	grey	grey
NETO2	grey	grey
NEU1	magenta	darkgreen
NEU3	darkolivegreen	darkgreen
NEU4	grey	grey
NEURL1	grey	grey
NEURL1B	midnightblue	darkgreen
NEURL2	grey	grey
NEURL3	darkmagenta	darkmagenta
NEURL4	lightyellow	darkgreen
NEXN	blue	blue
NF1	darkturquoise	darkgreen
NF2	grey60	darkgreen
NFAM1	brown	brown
NFASC	grey	grey
NFAT5	tan	darkgreen
NFATC1	brown	brown
NFATC2	turquoise	darkgreen
NFATC2IP	skyblue3	darkgreen
NFATC3	tan	darkgreen
NFATC4	skyblue3	darkgreen
NFE2	grey	grey
NFE2L1	darkturquoise	darkgreen
NFE2L2	steelblue	darkgreen
NFE2L3	grey	grey
NFIA	grey	grey
NFIB	darkslateblue	darkslateblue
NFIC	orangered4	orangered4
NFIL3	midnightblue	darkgreen
NFIX	salmon4	salmon4
NFKB1	brown	brown
NFKB2	floralwhite	darkgreen
NFKBIA	brown	brown
NFKBIB	darkgrey	darkgrey
NFKBID	darkgrey	darkgrey
NFKBIE	brown	brown
NFKBIL1	magenta	darkgreen
NFKBIZ	brown	brown
NFRKB	yellowgreen	darkgreen
NFS1	orange	darkgreen
NFU1	grey	grey
NFX1	darkslateblue	darkslateblue
NFXL1	royalblue	darkgreen
NFYA	magenta	darkgreen
NFYB	black	darkgreen
NFYC	turquoise	darkgreen
NGDN	grey	grey
NGEF	grey	grey
NGF	blue	blue
NGFR	blue	blue
NGLY1	purple	darkgreen
NGRN	darkred	darkgreen
NHLRC1	magenta	darkgreen
NHLRC2	floralwhite	darkgreen
NHLRC3	skyblue	darkgreen
NHLRC4	green	green
NHP2	darkorange	darkorange
NHS	turquoise	darkgreen
NHSL1	turquoise	darkgreen
NHSL2	turquoise	darkgreen
NIBAN1	brown	brown
NIBAN2	lightgreen	darkgreen
NICN1	purple	darkgreen
NID1	blue	blue
NID2	blue	blue
NIF3L1	steelblue	darkgreen
NIFK	grey	grey
NIN	greenyellow	darkgreen
NINJ1	brown	brown
NINJ2	grey	grey
NINL	orange	darkgreen
NIP7	tan	darkgreen
NIPA1	grey	grey
NIPA2	ivory	darkgreen
NIPAL1	grey	grey
NIPAL2	plum2	plum2
NIPAL3	pink	darkgreen
NIPBL	turquoise	darkgreen
NIPSNAP1	grey60	darkgreen
NIPSNAP2	grey	grey
NIPSNAP3A	darkmagenta	darkmagenta
NIPSNAP3B	midnightblue	darkgreen
NISCH	purple	darkgreen
NIT1	grey	grey
NIT2	grey	grey
NKAIN1	grey	grey
NKAIN2	grey	grey
NKAIN4	grey	grey
NKAP	salmon	darkgreen
NKAPD1	yellowgreen	darkgreen
NKD1	turquoise	darkgreen
NKD2	blue	blue
NKG7	violet	brown
NKIRAS1	purple	darkgreen
NKIRAS2	darkturquoise	darkgreen
NKRF	salmon	darkgreen
NKTR	red	red
NKX2-8	grey	grey
NKX3-1	grey	grey
NKX3-2	blue	blue
NKX6-1	grey	grey
NLE1	darkturquoise	darkgreen
NLGN1	grey	grey
NLGN2	lightyellow	darkgreen
NLGN3	purple	darkgreen
NLGN4X	blue	blue
NLK	darkturquoise	darkgreen
NLN	saddlebrown	darkgreen
NLRC3	violet	brown
NLRC4	brown	brown
NLRC5	brown	brown
NLRP1	lightyellow	darkgreen
NLRP2	grey	grey
NLRP3	brown	brown
NLRP7	grey	grey
NLRX1	yellowgreen	darkgreen
NMB	grey	grey
NMD3	sienna3	darkgreen
NME1	turquoise	darkgreen
NME2	turquoise	darkgreen
NME3	grey	grey
NME4	grey	grey
NME5	green	green
NME6	purple	darkgreen
NME7	lightcyan	darkgreen
NME9	green	green
NMI	darkmagenta	darkmagenta
NMNAT1	pink	darkgreen
NMNAT2	grey	grey
NMNAT3	grey	grey
NMRAL1	lightsteelblue1	lightsteelblue1
NMRK1	brown	brown
NMT1	darkturquoise	darkgreen
NMT2	turquoise	darkgreen
NMU	yellow	yellow
NNAT	turquoise	darkgreen
NNMT	brown	brown
NNT	turquoise	darkgreen
NOA1	royalblue	darkgreen
NOB1	tan	darkgreen
NOC2L	pink	darkgreen
NOC3L	floralwhite	darkgreen
NOC4L	black	darkgreen
NOCT	blue	blue
NOD1	turquoise	darkgreen
NOD2	brown	brown
NOG	blue	blue
NOL10	cyan	darkgreen
NOL11	bisque4	bisque4
NOL12	grey	grey
NOL3	grey	grey
NOL4L	orange	darkgreen
NOL6	darkslateblue	darkslateblue
NOL7	magenta	darkgreen
NOL8	midnightblue	darkgreen
NOL9	pink	darkgreen
NOLC1	floralwhite	darkgreen
NOM1	darkseagreen4	darkgreen
NOMO1	skyblue3	darkgreen
NOMO2	skyblue3	darkgreen
NOMO3	skyblue3	darkgreen
NONO	salmon	darkgreen
NOP10	turquoise	darkgreen
NOP14	royalblue	darkgreen
NOP16	grey	grey
NOP2	brown4	brown4
NOP53	darkorange	darkorange
NOP56	navajowhite2	navajowhite2
NOP58	steelblue	darkgreen
NOP9	turquoise	darkgreen
NOS1AP	turquoise	darkgreen
NOS3	grey	grey
NOSIP	paleturquoise	paleturquoise
NOSTRIN	grey	grey
NOTCH1	lightgreen	darkgreen
NOTCH2	turquoise	darkgreen
NOTCH3	salmon4	salmon4
NOTCH4	blue	blue
NOTUM	grey	grey
NOVA1	grey	grey
NOVA2	blue	blue
NOX4	blue	blue
NOXA1	grey	grey
NOXRED1	greenyellow	darkgreen
NPAS1	grey	grey
NPAS2	grey	grey
NPAS3	grey	grey
NPAT	yellowgreen	darkgreen
NPC1	grey	grey
NPC2	grey	grey
NPDC1	grey	grey
NPEPL1	red	red
NPEPPS	darkturquoise	darkgreen
NPFFR1	grey	grey
NPHP1	green	green
NPHP3	red	red
NPHP4	pink	darkgreen
NPIPA1	red	red
NPIPA3	grey	grey
NPIPA5	grey	grey
NPIPB11	red	red
NPIPB12	red	red
NPIPB13	red	red
NPIPB15	grey	grey
NPIPB2	grey	grey
NPIPB3	red	red
NPIPB4	red	red
NPIPB5	red	red
NPL	brown	brown
NPLOC4	mediumpurple3	bisque4
NPM1	plum1	darkgreen
NPM2	grey	grey
NPM3	darkorange	darkorange
NPNT	grey	grey
NPPC	grey	grey
NPR1	grey	grey
NPR2	turquoise	darkgreen
NPR3	grey	grey
NPRL2	purple	darkgreen
NPRL3	lightsteelblue1	lightsteelblue1
NPTN	darkred	darkgreen
NPTX2	blue	blue
NPTXR	grey	grey
NPW	grey	grey
NPY	grey	grey
NPY1R	grey	grey
NQO1	darkmagenta	darkmagenta
NQO2	grey	grey
NR1D1	grey	grey
NR1D2	purple	darkgreen
NR1H2	paleturquoise	paleturquoise
NR1H3	brown	brown
NR2C1	black	darkgreen
NR2C2	purple	darkgreen
NR2C2AP	grey	grey
NR2E3	grey	grey
NR2F1	blue	blue
NR2F2	turquoise	darkgreen
NR2F6	salmon4	salmon4
NR3C1	brown	brown
NR3C2	darkgreen	darkgreen
NR4A1	blue	blue
NR4A2	grey	grey
NR4A3	blue	blue
NR5A1	blue	blue
NR6A1	lightgreen	darkgreen
NRARP	yellow	yellow
NRAS	cyan	darkgreen
NRBF2	turquoise	darkgreen
NRBP1	cyan	darkgreen
NRBP2	lavenderblush3	lavenderblush3
NRCAM	grey	grey
NRDC	turquoise	darkgreen
NRDE2	greenyellow	darkgreen
NREP	grey	grey
NRF1	turquoise	darkgreen
NRG1	grey	grey
NRG2	grey	grey
NRG3	grey	grey
NRG4	grey	grey
NRGN	grey	grey
NRIP1	turquoise	darkgreen
NRIP2	brown4	brown4
NRIP3	grey	grey
NRK	blue	blue
NRL	grey	grey
NRM	magenta	darkgreen
NRN1	grey	grey
NRP1	brown	brown
NRP2	brown	brown
NRROS	brown	brown
NRSN2	navajowhite2	navajowhite2
NRTN	grey	grey
NRXN2	grey	grey
NRXN3	grey	grey
NSA2	saddlebrown	darkgreen
NSD1	plum1	darkgreen
NSD2	royalblue	darkgreen
NSD3	turquoise	darkgreen
NSDHL	grey	grey
NSF	darkturquoise	darkgreen
NSFL1C	navajowhite2	navajowhite2
NSG1	grey	grey
NSL1	lightcyan	darkgreen
NSMAF	turquoise	darkgreen
NSMCE1	grey	grey
NSMCE2	plum2	plum2
NSMCE3	grey	grey
NSMCE4A	yellow	yellow
NSMF	lightgreen	darkgreen
NSRP1	steelblue	darkgreen
NSUN2	turquoise	darkgreen
NSUN3	sienna3	darkgreen
NSUN4	pink	darkgreen
NSUN5	grey	grey
NSUN6	turquoise	darkgreen
NSUN7	royalblue	darkgreen
NT5C	mediumpurple3	bisque4
NT5C2	floralwhite	darkgreen
NT5C3A	darkmagenta	darkmagenta
NT5C3B	darkturquoise	darkgreen
NT5DC1	lightcyan1	darkgreen
NT5DC2	grey	grey
NT5DC3	black	darkgreen
NT5E	blue	blue
NT5M	grey	grey
NTAN1	brown	brown
NTF3	grey	grey
NTF4	grey	grey
NTHL1	lightsteelblue1	lightsteelblue1
NTM	blue	blue
NTMT1	lightgreen	darkgreen
NTN1	grey	grey
NTN3	lightsteelblue1	lightsteelblue1
NTN4	brown	brown
NTN5	red	red
NTNG1	blue	blue
NTNG2	blue	blue
NTPCR	lightcyan	darkgreen
NTRK2	blue	blue
NTS	grey	grey
NTSR2	grey	grey
NUAK1	blue	blue
NUAK2	grey	grey
NUB1	darkseagreen4	darkgreen
NUBP1	skyblue3	darkgreen
NUBP2	lightsteelblue1	lightsteelblue1
NUBPL	greenyellow	darkgreen
NUCB1	paleturquoise	paleturquoise
NUCB2	grey	grey
NUCKS1	lightcyan	darkgreen
NUDC	pink	darkgreen
NUDCD1	plum2	plum2
NUDCD2	plum1	darkgreen
NUDCD3	thistle1	darkgreen
NUDT1	grey	grey
NUDT10	blue	blue
NUDT11	blue	blue
NUDT12	saddlebrown	darkgreen
NUDT13	turquoise	darkgreen
NUDT14	grey	grey
NUDT15	skyblue	darkgreen
NUDT16	sienna3	darkgreen
NUDT16L1	lightsteelblue1	lightsteelblue1
NUDT17	grey	grey
NUDT18	grey	grey
NUDT19	darkgrey	darkgrey
NUDT2	darkslateblue	darkslateblue
NUDT21	tan	darkgreen
NUDT22	darkolivegreen	darkgreen
NUDT3	magenta	darkgreen
NUDT4	black	darkgreen
NUDT5	yellow	yellow
NUDT6	darkgreen	darkgreen
NUDT7	grey	grey
NUDT8	grey	grey
NUDT9	darkgreen	darkgreen
NUF2	yellow	yellow
NUFIP1	skyblue	darkgreen
NUFIP2	darkturquoise	darkgreen
NUGGC	violet	brown
NUMA1	darkolivegreen	darkgreen
NUMB	greenyellow	darkgreen
NUMBL	darkgrey	darkgrey
NUP107	black	darkgreen
NUP133	lightcyan	darkgreen
NUP153	magenta	darkgreen
NUP155	turquoise	darkgreen
NUP160	turquoise	darkgreen
NUP188	lightgreen	darkgreen
NUP205	darkseagreen4	darkgreen
NUP210	lightgreen	darkgreen
NUP214	lightgreen	darkgreen
NUP35	steelblue	darkgreen
NUP37	black	darkgreen
NUP42	thistle1	darkgreen
NUP43	lightcyan1	darkgreen
NUP50	grey60	darkgreen
NUP54	royalblue	darkgreen
NUP58	skyblue	darkgreen
NUP62	paleturquoise	paleturquoise
NUP62CL	green	green
NUP85	mediumpurple3	bisque4
NUP88	lightyellow	darkgreen
NUP93	tan	darkgreen
NUP98	darkorange2	darkgreen
NUPR1	grey	grey
NUPR2	grey	grey
NUS1	lightcyan1	darkgreen
NUSAP1	yellow	yellow
NUTF2	grey	grey
NVL	lightcyan	darkgreen
NWD1	green	green
NXF1	turquoise	darkgreen
NXN	lightyellow	darkgreen
NXNL2	grey	grey
NXPE3	blue	blue
NXPH3	blue	blue
NXPH4	grey	grey
NXT1	navajowhite2	navajowhite2
NXT2	grey	grey
NYAP1	turquoise	darkgreen
NYNRIN	turquoise	darkgreen
OAF	blue	blue
OARD1	magenta	darkgreen
OAS1	darkmagenta	darkmagenta
OAS2	darkmagenta	darkmagenta
OAS3	darkmagenta	darkmagenta
OASL	darkmagenta	darkmagenta
OAT	grey	grey
OAZ1	grey	grey
OAZ2	darkred	darkgreen
OBI1	skyblue	darkgreen
OBP2A	grey	grey
OBP2B	grey	grey
OBSCN	red	red
OBSL1	turquoise	darkgreen
OCA2	grey	grey
OCEL1	salmon4	salmon4
OCIAD1	royalblue	darkgreen
OCIAD2	grey	grey
OCLM	red	red
OCLN	saddlebrown	darkgreen
OCRL	salmon	darkgreen
ODC1	cyan	darkgreen
ODF2	lightgreen	darkgreen
ODF2L	turquoise	darkgreen
ODF3B	brown	brown
ODF3L1	green	green
ODR4	lightcyan	darkgreen
OFD1	salmon	darkgreen
OGA	floralwhite	darkgreen
OGDH	thistle1	darkgreen
OGDHL	grey	grey
OGFOD1	tan	darkgreen
OGFOD3	mediumpurple3	bisque4
OGFR	orange	darkgreen
OGFRL1	brown	brown
OGG1	purple	darkgreen
OGN	blue	blue
OGT	red	red
OIP5	yellow	yellow
OLA1	steelblue	darkgreen
OLFM1	grey	grey
OLFM2	blue	blue
OLFML1	blue	blue
OLFML2A	blue	blue
OLFML2B	blue	blue
OLFML3	blue	blue
OLR1	brown	brown
OMA1	grey	grey
OMD	blue	blue
OMP	grey	grey
OPA1	lightpink4	darkgreen
OPA3	paleturquoise	paleturquoise
OPHN1	salmon	darkgreen
OPLAH	lavenderblush3	lavenderblush3
OPN1SW	grey	grey
OPN3	turquoise	darkgreen
OPRL1	orange	darkgreen
OPTN	darkmagenta	darkmagenta
OR2A7	darkseagreen4	darkgreen
OR2B6	grey	grey
OR2I1P	violet	brown
OR2W3	grey	grey
ORAI1	black	darkgreen
ORAI2	turquoise	darkgreen
ORAI3	grey	grey
ORC1	yellow	yellow
ORC2	steelblue	darkgreen
ORC3	maroon	darkgreen
ORC4	steelblue	darkgreen
ORC5	turquoise	darkgreen
ORC6	yellow	yellow
ORM1	grey	grey
ORMDL1	steelblue	darkgreen
ORMDL2	darkorange	darkorange
ORMDL3	darkturquoise	darkgreen
OS9	turquoise	darkgreen
OSBP	darkolivegreen	darkgreen
OSBP2	grey60	darkgreen
OSBPL10	purple	darkgreen
OSBPL11	sienna3	darkgreen
OSBPL1A	honeydew1	darkgreen
OSBPL2	orange	darkgreen
OSBPL3	grey	grey
OSBPL5	turquoise	darkgreen
OSBPL7	red	red
OSBPL8	black	darkgreen
OSBPL9	turquoise	darkgreen
OSCAR	brown	brown
OSCP1	green	green
OSER1	orange	darkgreen
OSGEP	turquoise	darkgreen
OSGEPL1	steelblue	darkgreen
OSGIN1	grey	grey
OSGIN2	plum2	plum2
OSM	brown	brown
OSMR	brown	brown
OSR1	blue	blue
OSR2	blue	blue
OST4	turquoise	darkgreen
OSTC	darkgreen	darkgreen
OSTF1	brown	brown
OSTM1	brown	brown
OTUB1	darkolivegreen	darkgreen
OTUB2	greenyellow	darkgreen
OTUD1	grey	grey
OTUD3	pink	darkgreen
OTUD4	darkgreen	darkgreen
OTUD5	grey	grey
OTUD6B	plum2	plum2
OTUD7B	turquoise	darkgreen
OTULIN	turquoise	darkgreen
OTULINL	brown	brown
OTX1	grey	grey
OVGP1	grey	grey
OVOL1	grey	grey
OVOL2	grey	grey
OVOL3	darkgrey	darkgrey
OXA1L	turquoise	darkgreen
OXCT1	grey	grey
OXER1	grey	grey
OXGR1	grey	grey
OXLD1	mediumpurple3	bisque4
OXNAD1	purple	darkgreen
OXR1	plum2	plum2
OXSM	purple	darkgreen
OXSR1	purple	darkgreen
OXT	blue	blue
OXTR	grey	grey
P2RX1	violet	brown
P2RX4	black	darkgreen
P2RX7	brown	brown
P2RY1	grey	grey
P2RY10	violet	brown
P2RY11	thistle2	salmon4
P2RY12	brown	brown
P2RY13	brown	brown
P2RY2	darkolivegreen	darkgreen
P2RY6	brown	brown
P2RY8	brown	brown
P3H1	blue	blue
P3H2	turquoise	darkgreen
P3H3	blue	blue
P3H4	darkturquoise	darkgreen
P4HA1	turquoise	darkgreen
P4HA2	plum1	darkgreen
P4HA3	blue	blue
P4HB	mediumpurple3	bisque4
P4HTM	purple	darkgreen
PA2G4	grey	grey
PAAF1	grey	grey
PABPC1	plum2	plum2
PABPC1L	red	red
PABPC3	plum2	plum2
PABPC4	grey	grey
PABPC4L	grey	grey
PABPC5	blue	blue
PABPN1	red	red
PACC1	lightcyan	darkgreen
PACRG	green	green
PACRGL	royalblue	darkgreen
PACS1	darkolivegreen	darkgreen
PACS2	greenyellow	darkgreen
PACSIN1	grey	grey
PACSIN2	grey60	darkgreen
PACSIN3	grey	grey
PADI2	brown	brown
PAEP	grey	grey
PAF1	darkgrey	darkgrey
PAFAH1B1	lightyellow	darkgreen
PAFAH1B2	yellowgreen	darkgreen
PAFAH1B3	paleturquoise	paleturquoise
PAFAH2	pink	darkgreen
PAG1	brown	brown
PAGR1	skyblue3	darkgreen
PAICS	royalblue	darkgreen
PAIP1	turquoise	darkgreen
PAIP2	plum1	darkgreen
PAIP2B	cyan	darkgreen
PAK1	grey	grey
PAK1IP1	magenta	darkgreen
PAK2	lightpink4	darkgreen
PAK4	darkgrey	darkgrey
PALB2	skyblue3	darkgreen
PALD1	turquoise	darkgreen
PALLD	blue	blue
PALM	blue	blue
PALM3	salmon4	salmon4
PALMD	grey	grey
PAM	turquoise	darkgreen
PAM16	lightsteelblue1	lightsteelblue1
PAMR1	brown	brown
PAN2	turquoise	darkgreen
PAN3	skyblue	darkgreen
PANK1	floralwhite	darkgreen
PANK2	navajowhite2	navajowhite2
PANK3	plum1	darkgreen
PANK4	pink	darkgreen
PANO1	grey	grey
PANX1	yellowgreen	darkgreen
PANX2	grey	grey
PAOX	turquoise	darkgreen
PAPLN	turquoise	darkgreen
PAPOLA	greenyellow	darkgreen
PAPOLG	cyan	darkgreen
PAPSS1	darkgreen	darkgreen
PAPSS2	brown	brown
PAQR3	darkgreen	darkgreen
PAQR4	grey	grey
PAQR5	darkred	darkgreen
PAQR6	red	red
PAQR7	pink	darkgreen
PAQR8	turquoise	darkgreen
PARD3	turquoise	darkgreen
PARD3B	turquoise	darkgreen
PARD6A	grey	grey
PARD6B	grey	grey
PARD6G	turquoise	darkgreen
PARG	turquoise	darkgreen
PARK7	grey	grey
PARL	lightpink4	darkgreen
PARM1	brown	brown
PARN	skyblue3	darkgreen
PARP1	turquoise	darkgreen
PARP10	lavenderblush3	lavenderblush3
PARP11	brown4	brown4
PARP12	darkmagenta	darkmagenta
PARP14	darkmagenta	darkmagenta
PARP15	brown	brown
PARP16	darkred	darkgreen
PARP2	turquoise	darkgreen
PARP3	grey	grey
PARP4	skyblue	darkgreen
PARP6	darkred	darkgreen
PARP8	darkmagenta	darkmagenta
PARP9	darkmagenta	darkmagenta
PARPBP	yellow	yellow
PARS2	turquoise	darkgreen
PARVA	darkorange2	darkgreen
PARVB	grey	grey
PARVG	brown	brown
PASK	turquoise	darkgreen
PATJ	turquoise	darkgreen
PATL1	darkolivegreen	darkgreen
PATL2	darkmagenta	darkmagenta
PATZ1	grey60	darkgreen
PAWR	black	darkgreen
PAX2	grey	grey
PAX8	grey	grey
PAXBP1	turquoise	darkgreen
PAXIP1	darkseagreen4	darkgreen
PAXX	grey	grey
PBDC1	salmon	darkgreen
PBK	yellow	yellow
PBLD	tan	darkgreen
PBRM1	purple	darkgreen
PBX1	turquoise	darkgreen
PBX2	magenta	darkgreen
PBX3	blue	blue
PBX4	salmon4	salmon4
PBXIP1	turquoise	darkgreen
PC	lightgreen	darkgreen
PCBD1	grey	grey
PCBD2	saddlebrown	darkgreen
PCBP1	turquoise	darkgreen
PCBP2	darkorange	darkorange
PCBP3	blue	blue
PCBP4	grey	grey
PCCA	skyblue	darkgreen
PCCB	sienna3	darkgreen
PCDH1	darkolivegreen	darkgreen
PCDH10	grey	grey
PCDH12	blue	blue
PCDH17	blue	blue
PCDH18	blue	blue
PCDH19	grey	grey
PCDH7	blue	blue
PCDHA1	grey	grey
PCDHA10	grey	grey
PCDHA11	grey	grey
PCDHA12	grey	grey
PCDHAC2	turquoise	darkgreen
PCDHB10	grey	grey
PCDHB11	grey	grey
PCDHB12	grey	grey
PCDHB13	grey	grey
PCDHB14	grey	grey
PCDHB15	grey	grey
PCDHB16	grey	grey
PCDHB2	grey	grey
PCDHB3	grey	grey
PCDHB4	grey	grey
PCDHB5	grey	grey
PCDHB6	grey	grey
PCDHB7	grey	grey
PCDHB8	grey	grey
PCDHB9	grey	grey
PCDHGA1	grey	grey
PCDHGA10	grey	grey
PCDHGA11	grey	grey
PCDHGA12	blue	blue
PCDHGA2	grey	grey
PCDHGA4	grey	grey
PCDHGA6	grey	grey
PCDHGA7	grey	grey
PCDHGA9	grey	grey
PCDHGB1	turquoise	darkgreen
PCDHGB2	grey	grey
PCDHGB4	grey	grey
PCDHGB5	grey	grey
PCDHGB6	grey	grey
PCDHGB7	blue	blue
PCDHGC3	blue	blue
PCED1A	navajowhite2	navajowhite2
PCED1B	brown	brown
PCF11	yellowgreen	darkgreen
PCGF1	grey	grey
PCGF2	darkturquoise	darkgreen
PCGF3	royalblue	darkgreen
PCGF5	darkmagenta	darkmagenta
PCGF6	floralwhite	darkgreen
PCID2	skyblue	darkgreen
PCIF1	orange	darkgreen
PCK1	grey	grey
PCK2	darkmagenta	darkmagenta
PCLAF	yellow	yellow
PCLO	grey	grey
PCM1	palevioletred3	palevioletred3
PCMT1	lightcyan1	darkgreen
PCMTD1	turquoise	darkgreen
PCMTD2	orange	darkgreen
PCNA	navajowhite2	navajowhite2
PCNP	sienna3	darkgreen
PCNT	turquoise	darkgreen
PCNX1	greenyellow	darkgreen
PCNX2	lightcyan	darkgreen
PCNX3	darkolivegreen	darkgreen
PCNX4	greenyellow	darkgreen
PCOLCE	blue	blue
PCOLCE2	blue	blue
PCP2	orangered4	orangered4
PCP4	grey	grey
PCP4L1	grey	grey
PCSK1N	grey	grey
PCSK2	grey	grey
PCSK4	orangered4	orangered4
PCSK5	blue	blue
PCSK6	grey	grey
PCSK7	yellowgreen	darkgreen
PCSK9	grey	grey
PCTP	bisque4	bisque4
PCYOX1	cyan	darkgreen
PCYOX1L	plum1	darkgreen
PCYT1A	lightpink4	darkgreen
PCYT1B	green	green
PCYT2	mediumpurple3	bisque4
PDAP1	turquoise	darkgreen
PDCD1	violet	brown
PDCD10	lightpink4	darkgreen
PDCD11	floralwhite	darkgreen
PDCD1LG2	brown	brown
PDCD2	lightcyan1	darkgreen
PDCD2L	darkgrey	darkgrey
PDCD4	turquoise	darkgreen
PDCD5	darkgrey	darkgrey
PDCD6	grey	grey
PDCD6IP	purple	darkgreen
PDCD7	darkred	darkgreen
PDCL	midnightblue	darkgreen
PDCL2	grey	grey
PDCL3	turquoise	darkgreen
PDE11A	grey	grey
PDE12	purple	darkgreen
PDE1A	grey	grey
PDE1B	brown	brown
PDE2A	blue	blue
PDE3A	grey	grey
PDE4A	grey	grey
PDE4B	brown	brown
PDE4C	grey	grey
PDE4D	grey	grey
PDE4DIP	grey	grey
PDE5A	blue	blue
PDE6B	grey	grey
PDE6D	grey	grey
PDE6G	grey	grey
PDE7A	grey	grey
PDE7B	blue	blue
PDE8A	darkred	darkgreen
PDE8B	saddlebrown	darkgreen
PDE9A	grey	grey
PDF	tan	darkgreen
PDGFA	grey	grey
PDGFB	blue	blue
PDGFC	blue	blue
PDGFD	blue	blue
PDGFRA	blue	blue
PDGFRB	blue	blue
PDGFRL	blue	blue
PDHA1	grey	grey
PDHB	purple	darkgreen
PDHX	darkorange2	darkgreen
PDIA2	grey	grey
PDIA3	ivory	darkgreen
PDIA4	darkseagreen4	darkgreen
PDIA5	grey	grey
PDIA6	cyan	darkgreen
PDIK1L	pink	darkgreen
PDK1	steelblue	darkgreen
PDK2	bisque4	bisque4
PDK3	yellow	yellow
PDK4	grey	grey
PDLIM1	grey	grey
PDLIM2	palevioletred3	palevioletred3
PDLIM3	blue	blue
PDLIM4	grey	grey
PDLIM5	blue	blue
PDLIM7	blue	blue
PDP1	plum2	plum2
PDP2	tan	darkgreen
PDPK1	lightsteelblue1	lightsteelblue1
PDPN	blue	blue
PDPR	tan	darkgreen
PDRG1	orange	darkgreen
PDS5A	royalblue	darkgreen
PDS5B	skyblue	darkgreen
PDSS1	yellow	yellow
PDSS2	maroon	darkgreen
PDXDC1	skyblue3	darkgreen
PDXK	turquoise	darkgreen
PDXP	grey60	darkgreen
PDYN	grey	grey
PDZD11	turquoise	darkgreen
PDZD2	turquoise	darkgreen
PDZD4	grey	grey
PDZD7	grey	grey
PDZD8	turquoise	darkgreen
PDZK1IP1	brown	brown
PDZRN3	blue	blue
PEA15	grey	grey
PEAK1	darkred	darkgreen
PEAK3	brown	brown
PEAR1	blue	blue
PEBP1	black	darkgreen
PEBP4	grey	grey
PECAM1	brown	brown
PECR	grey	grey
PEF1	pink	darkgreen
PEG10	grey	grey
PEG3	blue	blue
PELI1	turquoise	darkgreen
PELI2	grey	grey
PELI3	darkolivegreen	darkgreen
PELO	saddlebrown	darkgreen
PELP1	lightyellow	darkgreen
PEMT	darkorange	darkorange
PEPD	darkgrey	darkgrey
PER1	lightyellow	darkgreen
PER2	turquoise	darkgreen
PER3	grey60	darkgreen
PERM1	grey	grey
PERP	grey	grey
PES1	grey60	darkgreen
PET100	grey	grey
PET117	navajowhite2	navajowhite2
PEX1	turquoise	darkgreen
PEX10	pink	darkgreen
PEX11A	darkred	darkgreen
PEX11B	grey	grey
PEX11G	orangered4	orangered4
PEX12	royalblue	darkgreen
PEX13	cyan	darkgreen
PEX14	pink	darkgreen
PEX16	grey	grey
PEX19	lightcyan	darkgreen
PEX2	plum2	plum2
PEX26	grey60	darkgreen
PEX3	lightcyan1	darkgreen
PEX5	brown4	brown4
PEX6	magenta	darkgreen
PEX7	lightcyan1	darkgreen
PF4	grey	grey
PFAS	lightyellow	darkgreen
PFDN1	plum1	darkgreen
PFDN2	brown	brown
PFDN4	darkorange	darkorange
PFDN5	darkorange	darkorange
